"filename", "language", "C++", "CMake", "Python", "Markdown", "comment", "blank", "total"
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/internal/nuklear.h", "C++", 21561, 0, 0, 0, 6027, 2422, 30010
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/internal/nuklear_configured.h", "C++", 13, 0, 0, 0, 2, 5, 20
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/internal/nuklear_sdl_renderer.h", "C++", 306, 0, 0, 0, 31, 42, 379
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/internal/portable-file-dialogs.h", "C++", 1260, 0, 0, 0, 156, 232, 1648
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/internal/windows_main_fix.h", "C++", 8, 0, 0, 0, 4, 2, 14
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/widgets/Button.h", "C++", 26, 0, 0, 0, 0, 3, 29
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/widgets/CheckBox.h", "C++", 28, 0, 0, 0, 0, 3, 31
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/widgets/DropdownList.h", "C++", 17, 0, 0, 0, 0, 2, 19
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/widgets/RadioButton.h", "C++", 28, 0, 0, 0, 0, 3, 31
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/widgets/Slider.h", "C++", 32, 0, 0, 0, 0, 2, 34
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/widgets/TextBox.h", "C++", 26, 0, 0, 0, 0, 3, 29
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/include/widgets/TextInput.h", "C++", 20, 0, 0, 0, 0, 3, 23
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/AnimationWindow.cpp", "C++", 312, 0, 0, 0, 34, 72, 418
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/Color.cpp", "C++", 31, 0, 0, 0, 10, 6, 47
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/Image.cpp", "C++", 32, 0, 0, 0, 2, 10, 44
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/Widget.cpp", "C++", 27, 0, 0, 0, 0, 7, 34
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/internal/FontCache.cpp", "C++", 74, 0, 0, 0, 10, 13, 97
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/internal/KeyboardKeyConverter.cpp", "C++", 400, 0, 0, 0, 2, 8, 410
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/internal/nuklear_implementation.cpp", "C++", 3, 0, 0, 0, 0, 0, 3
"/Users/jens/Library/CloudStorage/OneDrive-Personal/ELSYS/TDT4102_C++/CHESS+/subprojects/animationwindow/src/widgets/Button.cpp", "C++", 32, 0, 0, 0, 0, 6, 38
